,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,date_birth,salary,role_department,number_children,remote_work
121,45,no,travel_rarely,0,no aplica,8,4,no aplica,1,4520,4,0,75,3,2, research scientist ,4,no aplica,0,9278,9,Y,No,14,"3,0",1,"80,0",2,"12,0",3,"3,0",10,,9,8,1978,1000000000$,,,True
122,30,no,travel_rarely,0, sales ,5,3,marketing,1,4560,4,1,30,2,2, sales executive ,3,no aplica,0,5431,1,,,13,"3,0",3,,3,"10,0",2,"3,0",10,,1,2,1993,1000000000$, SaLES eXeCUtIVE  -  Sales ,,Yes
123,31,no,no aplica,0,no aplica,7,4,medical,1,0,3,1,39,3,3, manufacturing director ,4,no aplica,0,25713,1,Y,,14,"3,0",3,,0,"11,0",2,"2,0",11,,4,10,1992,1000000000$,,,False
124,36,no,no aplica,0,no aplica,3,4,medical,1,4810,1,0,48,2,3, sales executive ,4,married,0,7246,4,Y,No,11,"3,0",1,,1,"16,0",2,"3,0",13,,1,12,1987,1000000000$,,,True
125,36,no,travel_rarely,0,no aplica,2,2,no aplica,1,5130,2,0,61,2,3, sales executive ,3,married,0,3809,1,,,13,"3,0",2,,2,"10,0",2,"3,0",10,,9,0,1987,1000000000$,,,True
126,55,no,travel_rarely,0,no aplica,18,5,no aplica,1,5970,1,1,83,3,4, manager ,2,single,0,9873,3,Y,No,23,"4,0",4,,0,"37,0",2,"3,0",10,,7,7,1968,1000000000$,,,1
127,35,no,no aplica,0,no aplica,1,3,no aplica,1,6000,2,0,85,3,2, sales executive ,3,no aplica,0,18659,9,Y,,11,"3,0",3,,0,"15,0",2,"3,0",11,,6,9,1988,1000000000$,,,1
128,42,no,travel_rarely,0,no aplica,24,3,medical,1,0,4,0,56,3,3, manufacturing director ,1,married,0,6950,1,,,21,"4,0",4,"80,0",1,"10,0",5,"2,0",10,,5,8,1981,1000000000$,,,False
129,52,no,travel_rarely,0,no aplica,6,2,no aplica,1,6300,4,0,78,3,2, research scientist ,1,divorced,0,22087,3,Y,Yes,12,,2,,2,"18,0",3,"3,0",10,,6,9,1971,1000000000$,,,Yes
130,49,no,no aplica,0,no aplica,18,4,life sciences,1,6380,4,0,58,2,5, research director ,3,no aplica,0,2125,1,,Yes,17,"3,0",3,,1,,5,"3,0",31,,0,9,1974,1000000000$,,,1
131,34,no,travel_rarely,0, research & development ,1,5,no aplica,1,6830,2,0,42,3,1, research scientist ,4,married,0,7660,1,,No,12,"3,0",4,"80,0",1,,4,"2,0",10,,8,8,1989,1000000000$, reSEarCH scIentISt  -  Research & Development ,,Yes
132,33,yes,travel_rarely,0,no aplica,1,4,other,1,7800,4,0,63,3,1, research scientist ,4,single,0,5207,1,Y,,13,"3,0",3,"80,0",0,"10,0",2,"2,0",10,,7,8,1990,1000000000$,,,0
133,33,no,no aplica,0, research & development ,7,3,medical,1,8170,3,0,49,3,3, research director ,3,married,0,25995,0,,No,11,"3,0",4,,0,,3,"4,0",13,,3,7,1990,1000000000$, ReSeARCh DiRECtor  -  Research & Development ,,True
134,53,no,travel_rarely,0,no aplica,23,4,no aplica,1,9010,4,1,72,3,4, research director ,4,no aplica,0,20206,6,Y,No,18,"3,0",3,,0,"33,0",0,"3,0",12,,3,8,1970,1000000000$,,,1
135,49,no,travel_rarely,0,no aplica,8,2,other,1,9440,1,1,51,3,3, laboratory technician ,2,married,0,22477,4,,,11,"3,0",3,,1,"29,0",3,"2,0",26,,1,7,1974,1000000000$,,,0
136,35,no,no aplica,0,no aplica,-21,4,no aplica,1,9840,21,0,0,3,3, sales executive ,4,no aplica,0,6812,6,Y,,13,"3,0",2,"80,0",1,,2,"3,0",10,,0,8,1988,1000000000$,,,0
137,38,no,travel_rarely,0,no aplica,17,1,life sciences,1,10880,3,1,65,2,3, healthcare representative ,3,married,0,24608,0,,,18,"3,0",1,,1,"20,0",4,"2,0",19,,1,9,1985,1000000000$,,,0
138,46,no,no aplica,0, sales ,3,1,marketing,1,11240,1,0,0,3,4, manager ,3,married,0,15596,3,Y,No,12,"3,0",4,,1,,3,"3,0",12,,4,9,1977,1000000000$, MaNAgeR  -  Sales ,,0
139,36,no,non-travel,0,no aplica,18,4,no aplica,1,0,1,0,78,3,2, manufacturing director ,4,single,0,23238,2,Y,,20,"4,0",1,,0,"18,0",0,"3,0",11,,0,9,1987,1000000000$,,,False
140,42,yes,travel_frequently,0,no aplica,-15,3,life sciences,1,11670,15,0,44,3,4, sales executive ,1,single,0,2447,0,,,12,,2,,0,,2,"2,0",21,,13,14,1981,1000000000$,,,Yes
141,34,no,travel_frequently,0,no aplica,1,3,no aplica,1,11840,4,0,97,2,2, healthcare representative ,1,single,0,25755,0,,No,20,"4,0",3,,0,"14,0",3,"3,0",13,,4,9,1989,1000000000$,,,1
142,30,no,travel_rarely,0, research & development ,1,3,medical,1,0,4,0,63,3,1, research scientist ,2,no aplica,0,9369,0,,Yes,21,"4,0",1,,1,"12,0",2,"3,0",11,,5,7,1993,1000000000$, RESEArCH sCIenTIst  -  Research & Development ,,1
143,54,no,travel_rarely,0,no aplica,3,3,life sciences,1,0,4,0,85,3,4, research director ,4,married,0,23474,3,,No,14,"3,0",1,"80,0",0,"36,0",2,"3,0",10,,0,9,1969,1000000000$,,,1
144,31,no,travel_rarely,0,no aplica,24,3,medical,1,12520,3,1,96,2,2, healthcare representative ,1,single,0,17198,1,,No,19,,2,,0,"10,0",2,"3,0",10,,1,8,1992,1000000000$,,,False
145,44,no,no aplica,0,no aplica,5,3,no aplica,1,12670,2,0,88,3,5, manager ,2,married,0,8751,7,,No,11,"3,0",3,"80,0",1,"26,0",5,"3,0",22,,3,10,1979,1000000000$,,,True
146,55,no,non-travel,0,no aplica,8,1,no aplica,1,12780,4,0,37,2,4, healthcare representative ,2,divorced,0,25592,1,Y,Yes,15,"3,0",4,,1,,3,"3,0",33,,15,0,1968,1000000000$,,,False
147,44,no,travel_rarely,0,no aplica,4,2,life sciences,1,12880,3,0,92,4,5, manager ,1,divorced,0,17477,1,Y,No,14,"3,0",4,,2,,4,"2,0",25,,14,13,1979,1000000000$,,,False
148,34,no,travel_frequently,0, human resources ,11,3,life sciences,1,0,3,0,56,2,2, human resources ,2,no aplica,0,21833,4,Y,No,11,"3,0",4,,2,"14,0",5,"4,0",10,,1,8,1989,1000000000$, hUMAn reSoUrCES  -  Human Resources ,,1
149,39,no,no aplica,0,no aplica,13,4,no aplica,1,13070,3,1,94,2,4, manager ,2,divorced,0,17334,6,,Yes,13,"3,0",4,,2,,4,"3,0",19,,15,2,1984,1000000000$,,,0
150,55,no,travel_rarely,0,no aplica,2,2,medical,1,13360,4,1,58,1,5, manager ,3,no aplica,0,6992,4,Y,,14,,4,,1,"23,0",5,"3,0",19,,9,11,1968,1000000000$,,,True
151,51,no,no aplica,0,no aplica,5,3,life sciences,1,13520,3,0,84,3,4, manager ,2,no aplica,0,17588,1,Y,,11,"3,0",2,"80,0",1,,2,"3,0",33,,0,10,1972,1000000000$,,,True
152,58,yes,no aplica,0,no aplica,-14,4,medical,1,13600,14,1,53,2,3, manufacturing director ,1,marreid,0,12023,7,Y,,14,"3,0",4,"80,0",0,,0,"2,0",10,,5,9,1965,1000000000$,,,True
153,48,no,no aplica,0,no aplica,4,3,life sciences,1,0,4,0,54,3,3, manufacturing director ,4,single,0,18706,1,Y,No,11,"3,0",3,,0,"11,0",2,"3,0",10,,0,8,1975,1000000000$,,,1
154,29,no,travel_rarely,0, human resources ,17,3,no aplica,1,14190,2,0,51,2,3, human resources ,1,single,0,9769,1,Y,,13,"3,0",1,,0,,3,"2,0",10,,0,9,1994,1000000000$, HUmAN rESOuRceS  -  Human Resources ,,False
155,34,no,no aplica,0,no aplica,3,3,other,1,14780,4,0,81,1,2, sales executive ,1,single,0,15891,3,,No,18,,4,"80,0",0,"15,0",2,"3,0",13,,3,12,1989,1000000000$,,,1
156,42,no,travel_frequently,0,no aplica,9,2,no aplica,1,14800,1,1,74,3,1, laboratory technician ,4,no aplica,0,16458,1,,,13,"3,0",3,,0,"12,0",3,"3,0",12,,5,8,1981,1000000000$,,,Yes
157,57,no,travel_rarely,0,no aplica,1,2,life sciences,1,0,2,0,93,4,2, research scientist ,3,married,0,2721,0,,No,24,"4,0",1,,1,"13,0",2,"2,0",12,,2,8,1966,1000000000$,,,True
158,34,yes,travel_rarely,0,no aplica,24,4,no aplica,1,14890,1,1,40,2,2, sales executive ,2,single,0,7815,0,Y,Yes,23,"4,0",3,,0,"16,0",2,"4,0",15,,10,10,1989,1000000000$,,,0
159,54,no,travel_frequently,0,no aplica,11,4,medical,1,15200,2,1,87,3,4, manager ,4,no aplica,0,24456,3,Y,No,20,,1,,1,"26,0",2,"3,0",14,,1,12,1969,1000000000$,,,1
160,34,no,travel_rarely,0,no aplica,1,3,no aplica,1,15350,4,0,64,2,3, sales executive ,3,no aplica,0,12288,1,Y,,14,"3,0",4,"80,0",0,,3,"3,0",10,,8,6,1989,1000000000$,,,0
161,29,no,no aplica,0,no aplica,3,1,medical,1,15860,2,0,87,3,1, laboratory technician ,1,single,0,16213,1,,,18,"3,0",4,,0,,3,,10,,1,5,1994,1000000000$,,,True
162,35,no,travel_rarely,0,no aplica,28,3,life sciences,1,15960,2,0,46,4,2, laboratory technician ,3,no aplica,0,25348,1,,,17,,4,,2,,3,"2,0",10,,6,8,1988,1000000000$,,,True
163,35,yes,no aplica,0,no aplica,12,4,other,1,16670,4,0,36,3,2, sales executive ,4,no aplica,0,10414,3,,,24,"4,0",1,,0,"13,0",2,"4,0",11,,6,7,1988,1000000000$,,,True
164,34,no,travel_rarely,0,no aplica,19,3,life sciences,1,17010,2,1,35,2,1, research scientist ,4,married,0,20338,1,,No,12,"3,0",2,,0,"10,0",3,"3,0",10,,8,7,1989,1000000000$,,,1
165,43,no,no aplica,0,no aplica,2,3,no aplica,1,17060,4,0,73,3,2, sales executive ,4,no aplica,0,6069,1,Y,Yes,17,"3,0",1,,1,"10,0",3,"3,0",10,,8,8,1980,1000000000$,,,False
166,58,no,non-travel,0,no aplica,2,3,medical,1,0,2,0,52,3,4, manager ,2,divorced,0,22577,4,,No,22,"4,0",4,,1,"37,0",0,"2,0",16,,14,14,1965,1000000000$,,,Yes
167,36,no,travel_rarely,0, sales ,-14,4,no aplica,1,0,14,1,63,2,2, sales executive ,3,marreid,0,6060,1,,Yes,13,"3,0",1,,1,"10,0",4,"3,0",10,,1,7,1987,1000000000$, SaleS EXeCuTivE  -  Sales ,,False
168,43,no,travel_rarely,0,no aplica,11,3,life sciences,1,19710,1,0,30,3,3, healthcare representative ,3,married,0,16873,1,Y,,17,"3,0",2,,1,"10,0",1,"3,0",10,,0,9,1980,1000000000$,,,1
169,55,no,no aplica,0,no aplica,26,4,human resources,1,0,3,0,71,4,5, manager ,2,married,0,25811,4,,Yes,18,"3,0",1,"80,0",1,"35,0",0,"3,0",10,,1,4,1968,1000000000$,,,Yes
170,42,no,no aplica,0, research & development ,23,2,no aplica,1,19760,4,0,37,2,2, research scientist ,3,single,0,14811,1,Y,,12,"3,0",4,"80,0",0,"20,0",2,"3,0",20,,3,7,1981,1000000000$, ReSeARch scIENTISt  -  Research & Development ,,True
171,40,no,no aplica,0,no aplica,11,3,technical degree,1,19850,4,1,73,3,2, laboratory technician ,3,married,0,26849,1,,,11,,1,,1,"10,0",2,"4,0",10,,9,4,1983,1000000000$,,,True
172,56,yes,no aplica,0, research & development ,7,2,technical degree,1,20320,4,0,72,3,1, laboratory technician ,3,married,0,3666,8,Y,No,11,"3,0",4,"80,0",1,"14,0",4,"1,0",10,,9,8,1967,1000000000$, LaBoRaTorY TeChNicIAn  -  Research & Development ,,Yes
173,39,no,travel_rarely,0,no aplica,-33,1,marketing,1,20560,33,1,60,2,4, sales executive ,4,no aplica,0,8828,0,Y,,11,"3,0",1,"80,0",1,,2,"2,0",20,,9,6,1984,1000000000$,,,Yes
174,53,no,travel_rarely,0,no aplica,2,4,life sciences,1,0,1,1,78,2,4, manager ,4,married,0,22021,2,,No,16,"3,0",3,"80,0",0,,3,"3,0",25,,3,7,1970,1000000000$,,,1
175,27,no,travel_frequently,0,no aplica,8,3,no aplica,1,0,4,0,37,3,3, sales executive ,3,single,0,2975,1,Y,No,15,"3,0",4,,0,"9,0",0,"3,0",9,,1,7,1996,1000000000$,,,0
176,30,no,travel_frequently,0,no aplica,1,2,no aplica,1,570,3,1,58,3,2, laboratory technician ,4,no aplica,0,10781,1,,,23,"4,0",4,,0,"12,0",2,,12,,3,7,1993,1000000000$,,,Yes
177,35,no,no aplica,0,no aplica,18,5,life sciences,1,0,2,0,71,3,3, sales executive ,1,married,0,11031,1,Y,,22,"4,0",4,"80,0",1,"9,0",3,"2,0",9,,1,8,1988,1000000000$,,,True
178,32,no,travel_rarely,0, research & development ,1,3,medical,1,780,1,0,0,3,2, manufacturing director ,4,married,0,10877,1,,Yes,22,"4,0",2,,1,"9,0",3,"3,0",9,,7,8,1991,1000000000$, ManUfaCTUriNg dIReCtor  -  Research & Development ,,1
179,30,no,travel_rarely,0,no aplica,1,1,life sciences,1,1040,4,0,55,2,2, laboratory technician ,4,married,0,15998,1,,,12,"3,0",3,,2,,1,,10,,3,0,1993,1000000000$,,,0
180,46,yes,no aplica,0, sales ,9,2,medical,1,1180,3,0,64,2,3, sales executive ,4,no aplica,0,13596,1,,No,16,"3,0",4,,0,"9,0",3,"3,0",9,,4,7,1977,1000000000$, saLES ExECuTIVe  -  Sales ,,False
181,30,no,travel_rarely,0,no aplica,4,2,no aplica,1,1210,3,1,63,2,2, sales executive ,2,no aplica,0,19760,1,,Yes,12,"3,0",2,,3,"11,0",4,"2,0",11,,2,7,1993,1000000000$,,,False
182,32,no,no aplica,0,no aplica,6,4,no aplica,1,1250,2,0,87,3,2, sales executive ,3,single,0,24301,1,Y,No,16,"3,0",1,"80,0",0,"12,0",0,"3,0",11,,5,7,1991,1000000000$,,,1
183,35,no,travel_rarely,0,no aplica,-37,5,marketing,1,0,3,0,94,3,3, sales executive ,2,married,0,11439,1,Y,,13,"3,0",1,,2,,3,"3,0",10,,0,6,1988,1000000000$,,,False
184,32,no,no aplica,0,no aplica,8,3,marketing,1,2070,2,1,43,3,3, sales executive ,4,single,0,15589,1,Y,,14,"3,0",4,"80,0",0,"9,0",2,"3,0",9,,3,7,1991,1000000000$,,,1
185,41,no,travel_rarely,0, research & development ,-34,3,life sciences,1,2270,1,0,56,3,1, research scientist ,3,divorced,0,4609,4,Y,No,12,"3,0",1,,1,,2,"3,0",9,,1,8,1982,1000000000$, RESEaRch SCIEntISt  -  Research & Development ,,1
186,40,no,travel_rarely,0,no aplica,4,1,medical,1,2530,4,1,46,3,5, manager ,3,no aplica,0,6499,1,,No,14,"3,0",2,,1,"21,0",2,"3,0",20,,9,9,1983,1000000000$,,,0
187,45,no,no aplica,0,no aplica,2,2,no aplica,1,2640,1,0,65,2,4, manager ,4,married,0,20462,9,Y,No,23,"4,0",4,,1,"22,0",1,"3,0",20,,11,8,1978,1000000000$,,,1
188,32,yes,travel_rarely,0,no aplica,4,4,no aplica,1,2910,4,0,32,1,3, sales executive ,4,married,0,25812,1,,No,11,"3,0",3,"80,0",0,"14,0",2,"2,0",14,,9,8,1991,1000000000$,,,0
189,30,no,non-travel,0, research & development ,1,1,life sciences,1,2920,3,0,88,2,3, manufacturing director ,3,no aplica,0,20925,1,,No,22,"4,0",3,"80,0",0,,2,"3,0",11,,5,8,1993,1000000000$, mAnUFaCtUrinG diReCtor  -  Research & Development ,,1
190,37,no,no aplica,0,no aplica,11,3,no aplica,1,3060,2,0,47,3,3, research director ,4,no aplica,0,10056,1,,,14,"3,0",3,,3,,1,"3,0",10,,0,7,1986,1000000000$,,,True
191,37,no,no aplica,0,no aplica,4,4,no aplica,1,0,1,0,41,3,1, sales representative ,4,divorced,0,2539,4,,No,17,"3,0",3,"80,0",1,"13,0",2,"3,0",9,,5,8,1986,1000000000$,,,0
192,40,no,no aplica,0,no aplica,24,2,technical degree,1,3350,1,0,62,3,2, research scientist ,4,no aplica,0,24447,1,Y,No,17,"3,0",1,,2,,3,"3,0",9,,4,7,1983,1000000000$,,,False
193,36,no,non-travel,0,no aplica,24,4,no aplica,1,0,2,1,47,3,2, laboratory technician ,2,married,0,6927,7,,,15,"3,0",3,,1,"11,0",3,"3,0",9,,0,8,1987,1000000000$,,,True
194,32,no,travel_rarely,0,no aplica,7,3,life sciences,1,4200,4,0,91,2,2, sales executive ,3,married,0,16985,1,Y,,14,"3,0",3,,1,"13,0",3,"2,0",13,,4,8,1991,1000000000$,,,True
195,38,no,no aplica,0,no aplica,25,2,life sciences,1,4210,1,1,81,2,3, research director ,2,no aplica,0,26707,3,Y,,17,"3,0",3,,1,,2,"3,0",10,,0,1,1985,1000000000$,,,1
196,30,no,travel_rarely,0,no aplica,28,2,no aplica,1,4410,4,1,64,3,2, research scientist ,4,married,0,11934,1,,No,13,"3,0",4,"80,0",2,"11,0",2,"3,0",10,,1,9,1993,1000000000$,,,Yes
197,39,no,no aplica,0,no aplica,1,1,no aplica,1,5310,2,0,52,3,5, manager ,3,no aplica,0,8213,1,,,14,"3,0",3,,1,"21,0",3,"3,0",21,,1,6,1984,1000000000$,,,True
198,60,no,no aplica,0,no aplica,7,3,life sciences,1,5490,1,1,41,3,5, manager ,1,no aplica,0,3854,5,,No,11,"3,0",4,"80,0",0,"33,0",5,"1,0",29,,11,10,1963,1000000000$,,,True
199,30,no,no aplica,0,no aplica,22,4,other,1,5670,3,1,69,3,3, sales executive ,1,no aplica,0,2890,0,,,11,"3,0",3,,0,"10,0",3,"3,0",9,,7,8,1993,1000000000$,,,True
200,31,no,travel_rarely,0, research & development ,9,1,no aplica,1,5810,3,0,0,3,3, manufacturing director ,2,divorced,0,14394,1,Y,No,25,"4,0",4,,1,,6,"4,0",13,,0,8,1992,1000000000$, maNUFAcTURING direCTOr  -  Research & Development ,,Yes
201,33,yes,no aplica,0,no aplica,3,3,life sciences,1,7020,1,0,70,3,1, research scientist ,1,single,0,3164,1,Y,Yes,11,"3,0",1,"80,0",0,,3,"3,0",10,,9,7,1990,1000000000$,,,False
202,50,no,no aplica,0,no aplica,28,1,medical,1,7160,4,0,74,4,1, laboratory technician ,3,married,0,3297,1,Y,Yes,11,,3,,3,"20,0",3,"3,0",20,,3,8,1973,1000000000$,,,Yes
203,32,no,no aplica,0, research & development ,24,4,life sciences,1,7720,1,0,80,3,2, laboratory technician ,4,no aplica,0,21146,1,,No,15,,4,,2,"10,0",2,"3,0",10,,4,7,1991,1000000000$, labOraTORy techNicIan  -  Research & Development ,,Yes
204,42,no,no aplica,0,no aplica,29,3,no aplica,1,8360,2,0,98,3,2, manufacturing director ,2,no aplica,0,11806,1,,,13,"3,0",4,"80,0",1,"10,0",3,"2,0",9,,7,8,1981,1000000000$,,,True
205,49,yes,no aplica,0, sales ,11,3,marketing,1,8400,3,1,43,3,3, sales executive ,4,married,0,5860,1,,No,18,"3,0",1,,2,,3,"4,0",9,,7,7,1974,1000000000$, SAlEs ExeCUtive  -  Sales ,,0
206,27,no,no aplica,0,no aplica,5,1,no aplica,1,8440,3,0,42,2,3, research director ,4,divorced,0,8842,1,,,16,"3,0",2,,1,,3,"3,0",9,,0,8,1996,1000000000$,,,Yes
207,33,no,travel_rarely,0,no aplica,1,3,medical,1,0,1,0,48,4,2, sales executive ,1,divorced,0,21816,1,Y,,22,,1,,1,"9,0",5,"3,0",9,,0,8,1990,1000000000$,,,Yes
208,52,no,no aplica,0, research & development ,-26,4,no aplica,1,8670,3,1,81,2,4, manufacturing director ,4,married,0,19028,3,Y,No,22,"4,0",3,"80,0",0,"31,0",3,"3,0",9,,0,0,1971,1000000000$, MANUFACturING DIRecToR  -  Research & Development ,,False
209,32,no,no aplica,0,no aplica,5,2,life sciences,1,8890,2,0,48,3,2, sales executive ,2,no aplica,0,8891,1,,No,14,"3,0",4,"80,0",1,"10,0",3,"3,0",10,,5,3,1991,1000000000$,,,1
210,36,no,no aplica,0,no aplica,14,1,life sciences,1,9240,3,0,68,3,2, healthcare representative ,4,no aplica,0,4821,0,Y,,17,"3,0",1,,1,,2,"2,0",16,,4,11,1987,1000000000$,,,0
211,31,no,non-travel,0, sales ,20,2,no aplica,1,0,4,1,45,3,2, sales executive ,3,no aplica,0,24406,1,,,13,"3,0",4,,1,,2,"2,0",9,,0,0,1992,1000000000$, Sales eXECuTIvE  -  Sales ,,False
212,36,no,travel_rarely,0,no aplica,2,4,medical,1,0,3,0,79,3,1, laboratory technician ,3,single,0,12287,4,Y,No,21,"4,0",3,,0,,6,"3,0",11,,3,9,1987,1000000000$,,,True
213,52,no,no aplica,0,no aplica,1,2,life sciences,1,9760,4,0,70,3,4, manager ,4,married,0,13829,2,,,15,"3,0",2,"80,0",1,"26,0",2,,9,,7,8,1971,1000000000$,,,1
214,33,no,non-travel,0,no aplica,17,3,no aplica,1,9920,4,0,38,3,4, manager ,3,single,0,20489,1,,,11,"3,0",4,,0,"10,0",2,"3,0",10,,6,0,1990,1000000000$,,,0
215,45,no,non-travel,0,no aplica,23,2,life sciences,1,10020,4,0,42,3,2, laboratory technician ,1,no aplica,0,14039,1,,Yes,15,"3,0",3,"80,0",1,"9,0",2,"3,0",9,,0,8,1978,1000000000$,,,1
216,0,no,travel_rarely,0, research & development ,12,5,no aplica,1,10730,4,1,51,2,3, manufacturing director ,4,no aplica,0,15669,0,Y,,11,"3,0",2,,0,"15,0",2,"2,0",14,,7,8,1987,1000000000$, mANUfaCTuRiNG DiRECtOr  -  Research & Development ,,1
217,49,no,no aplica,0,no aplica,8,4,no aplica,1,11380,4,0,56,2,4, sales executive ,2,no aplica,0,11879,6,Y,,17,"3,0",2,"80,0",1,"22,0",3,"3,0",9,,2,3,1974,1000000000$,,,False
218,29,yes,no aplica,0,no aplica,23,1,no aplica,1,0,4,1,45,2,3, sales executive ,1,no aplica,0,11162,1,Y,,13,,1,,1,"11,0",3,"1,0",11,,3,10,1994,1000000000$,,,True
219,29,no,no aplica,0,no aplica,6,1,no aplica,1,11920,2,1,54,3,1, laboratory technician ,4,married,0,26342,1,,,13,"3,0",1,,1,,5,"3,0",10,,0,8,1994,1000000000$,,,False
220,37,no,no aplica,0, research & development ,1,3,life sciences,1,11960,4,1,56,2,2, manufacturing director ,4,married,0,9961,1,Y,,13,"3,0",2,"80,0",1,"14,0",2,"2,0",14,,3,11,1986,1000000000$, ManUFACtURiNg DiRECTOr  -  Research & Development ,,1
221,33,no,travel_rarely,0,no aplica,10,5,no aplica,1,0,4,0,82,4,3, sales executive ,3,no aplica,0,21708,0,Y,,14,"3,0",4,,2,,3,"3,0",9,,0,8,1990,1000000000$,,,Yes
222,34,no,travel_frequently,0,no aplica,19,3,medical,1,0,3,1,46,3,2, laboratory technician ,2,divorced,0,22534,4,,No,13,"3,0",3,"80,0",2,"15,0",2,"4,0",11,,5,10,1989,1000000000$,,,True
223,28,no,non-travel,0,no aplica,1,3,no aplica,1,13150,3,1,55,1,2, laboratory technician ,4,married,0,16392,0,,No,11,"3,0",1,,3,"10,0",6,"3,0",9,,7,5,1995,1000000000$,,,1
224,31,no,non-travel,0,no aplica,2,4,no aplica,1,13240,4,1,57,3,3, sales executive ,3,no aplica,0,8935,1,,Yes,19,"3,0",1,,1,"10,0",5,"2,0",10,,9,6,1992,1000000000$,,,True
225,42,no,non-travel,0,no aplica,2,1,life sciences,1,13340,3,0,0,3,4, manager ,3,no aplica,0,26582,0,,Yes,13,,4,"80,0",0,"21,0",3,"2,0",20,,2,10,1981,1000000000$,,,False
226,40,no,travel_rarely,0,no aplica,2,3,life sciences,1,13460,3,0,98,3,2, research scientist ,4,single,0,22455,1,,,13,"3,0",3,"80,0",0,"9,0",4,"3,0",9,,8,8,1983,1000000000$,,,True
227,34,no,no aplica,0,no aplica,15,2,medical,1,13560,3,1,66,3,2, sales executive ,1,single,0,23553,1,Y,,12,"3,0",4,,0,,6,"4,0",10,,9,6,1989,1000000000$,,,1
228,58,no,travel_rarely,0,no aplica,1,3,no aplica,1,14230,4,1,76,3,5, research director ,1,no aplica,0,22456,3,Y,,21,"4,0",3,,1,,3,"3,0",9,,1,5,1965,1000000000$,,,False
229,31,yes,travel_frequently,0,no aplica,1,5,no aplica,1,14590,3,1,100,4,3, manufacturing director ,2,no aplica,0,8931,1,Y,,11,"3,0",1,,0,,2,"3,0",10,,4,7,1992,1000000000$,,,1
230,40,no,non-travel,0,no aplica,8,1,no aplica,1,0,4,0,55,2,3, research director ,2,no aplica,0,25178,2,,No,11,"3,0",3,,1,"16,0",5,"3,0",9,,4,8,1983,1000000000$,,,1
231,53,no,no aplica,0,no aplica,2,3,medical,1,14720,4,0,39,4,4, research director ,2,single,0,19764,4,,No,12,"3,0",2,,0,"35,0",2,"2,0",9,,8,8,1970,1000000000$,,,True
232,34,no,no aplica,0, research & development ,15,3,no aplica,1,14850,2,0,71,3,4, research director ,1,no aplica,0,11929,7,Y,,14,"3,0",4,,2,"16,0",3,"2,0",14,,6,9,1989,1000000000$, ResEARcH DiReCToR  -  Research & Development ,,1
233,35,no,travel_rarely,0,no aplica,16,3,life sciences,1,0,4,1,91,2,3, healthcare representative ,2,single,0,21195,1,,No,19,"3,0",4,,0,,3,"1,0",11,,3,3,1988,1000000000$,,,True
234,37,no,no aplica,0,no aplica,13,3,no aplica,1,15430,1,0,47,3,2, research scientist ,4,married,0,3031,1,,,17,"3,0",1,,0,,2,"3,0",10,,3,7,1986,1000000000$,,,Yes
235,42,no,travel_frequently,0,no aplica,2,3,no aplica,1,15470,4,0,40,3,3, healthcare representative ,4,no aplica,0,18611,2,,Yes,14,"3,0",3,"80,0",1,"24,0",3,"1,0",20,,13,9,1981,1000000000$,,,True
236,45,no,no aplica,0,no aplica,1,4,no aplica,1,15530,1,0,66,3,3, healthcare representative ,2,divorced,0,20933,1,,,12,"3,0",1,,3,,4,"3,0",10,,7,7,1978,1000000000$,,,1
237,30,yes,travel_rarely,0,no aplica,1,3,no aplica,1,15620,2,0,64,2,2, sales executive ,1,married,0,5323,1,,No,11,"3,0",4,,1,,4,"3,0",10,,6,7,1993,1000000000$,,,Yes
238,38,no,travel_rarely,0,no aplica,14,3,life sciences,1,15820,3,0,80,3,2, sales executive ,2,married,0,12355,0,,,11,"3,0",4,"80,0",1,"10,0",3,"3,0",9,,7,7,1985,1000000000$,,,1
239,50,no,no aplica,0,no aplica,20,5,medical,1,16060,2,0,41,3,4, healthcare representative ,3,no aplica,0,20689,2,,,15,"3,0",3,"80,0",1,"32,0",3,"3,0",30,,12,13,1973,1000000000$,,,0
240,39,no,travel_rarely,0,no aplica,3,2,no aplica,1,0,3,0,76,2,2, laboratory technician ,3,no aplica,0,10302,0,,,15,"3,0",4,,1,,3,,10,,0,7,1984,1000000000$,,,True
241,34,no,travel_rarely,0,no aplica,3,3,no aplica,1,16580,4,1,66,3,2, research scientist ,2,no aplica,0,19332,1,Y,No,12,"3,0",3,"80,0",1,"11,0",2,"3,0",11,,7,9,1989,1000000000$,,,True
242,54,no,travel_rarely,0, research & development ,22,5,no aplica,1,16650,2,1,91,3,4, manager ,3,no aplica,0,18685,3,Y,,25,"4,0",3,"80,0",1,"36,0",6,"3,0",10,,4,7,1969,1000000000$, MANAgER  -  Research & Development ,,Yes
